SOAR_NM,FP_UNIT_DESC,FP_DVSN_DESC,FP_DEPT_DESC,FP_CATG_GRP_DESC,CATG_DESC,sub_catg_desc,sortkey,nKSNID,nTRS,Revenue
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,2014 SOFIA VERGARA    ,03-130-0153-0299-0031-41,421,"122,036.00","718,608.24"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,ATTENTION MULTIPLE EARRIN,03-130-0153-0299-0031-27,229,"145,542.00","955,771.05"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,ATTN SENSITIVE EARRINGS,03-130-0153-0299-0031-52,297,"186,813.00","913,704.89"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,BONGO,03-130-0153-0299-0031-50,"1,282","290,534.00","1,467,455.82"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,JACLYN SMITH FASHION,03-130-0153-0299-0031-26,479,"272,251.00","1,629,578.41"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,JOE BOXER,03-130-0153-0299-0031-14,774,"291,016.00","1,613,212.24"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,JS CLIP EARRINGS,03-130-0153-0299-0031-53,265,"150,040.00","791,923.90"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,JS CUBIC ZIRCONIA TOWER,03-130-0153-0299-0031-08,133,"124,587.00","1,434,067.02"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,JS NECK AND EAR SETS,03-130-0153-0299-0031-12,221,"101,458.00","822,449.86"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,LOOK OF REAL RINGS,03-130-0153-0299-0031-07,532,"206,818.00","1,493,530.05"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,FASHION COSTUME JEWELRY,FASHION COSTUME JEWELRY,RED TAG (K&M),03-130-0153-0299-0031-49,10,"264,412.00","905,079.33"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,JEWELRY BOXES,JEWELRY BOXES,$29.99 JEWELRY BOXES,03-130-0153-0297-0071-14,40,"103,435.00","1,194,474.72"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,HOLIDAY MOTIF EARRINGS,03-130-0153-0800-0032-06,100,"242,428.00","1,239,918.65"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,HOLIDAY MOTIF PINS,03-130-0153-0800-0032-07,47,"106,432.00","508,133.59"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,JS FASHION BRACELETS,03-130-0153-0800-0032-04,109,"333,414.00","1,488,903.97"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,JS FASHION NECK/EAR,03-130-0153-0800-0032-03,121,"235,192.00","1,438,496.40"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,JS FASION 3PC SETS,03-130-0153-0800-0032-05,90,"122,416.00","775,043.68"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,JS INITIAL NECK/EAR,03-130-0153-0800-0032-09,82,"193,244.00","853,866.44"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,JS PINS,03-130-0153-0800-0032-13,54,"120,283.00","648,645.09"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,COSTUME JEWELRY,SEASONAL COSTUME,SEA/ BOXED COSTUME,PIPER MULTIPLE SETS,03-130-0153-0800-0032-20,65,"122,570.00","732,081.46"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,FABRIC HANDBAGS,FABRIC HANDBAGS,JACLYN SMITH FABRIC,03-130-0173-0847-0082-06,122,"134,842.00","1,897,377.13"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,FABRIC HANDBAGS,FABRIC HANDBAGS,JOE BOXER,03-130-0173-0847-0082-11,272,"174,590.00","2,318,769.21"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,FABRIC HANDBAGS,FABRIC HANDBAGS,TREVISO FABRIC,03-130-0173-0847-0082-01,137,"140,271.00","1,902,445.62"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,LEATHER HANDBAGS,LEATHER HANDBAGS,PATCHED LEATHER,03-130-0173-0848-0083-16,82,"104,753.00","1,557,078.87"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,VINYL,VINYL HANDBAGS,ATTENTION,03-130-0173-0846-0081-20,318,"175,806.00","2,862,649.10"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,VINYL,VINYL HANDBAGS,BONGO VINYL,03-130-0173-0846-0081-05,250,"153,553.00","2,193,107.58"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,VINYL,VINYL HANDBAGS,JACLYN SMITH,03-130-0173-0846-0081-02,408,"292,957.00","4,288,973.93"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,VINYL,VINYL HANDBAGS,JOE BOXER VINYL,03-130-0173-0846-0081-17,234,"138,580.00","1,940,071.65"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,VINYL,VINYL HANDBAGS,ORGANIZERS VINYL,03-130-0173-0846-0081-03,158,"168,716.00","2,497,219.09"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,VINYL,VINYL HANDBAGS,TREVISO VINYL,03-130-0173-0846-0081-04,436,"390,300.00","6,155,121.98"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,HANDBAGS,WALLETS,LADIES WALLETS,VINYL WALLETS,03-130-0173-0372-0085-01,423,"222,392.00","2,242,554.93"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,SUNGLASSES,ADULT SUNGLASSES,ADULT SUN GLASSES,BONGO $9.99,03-130-0403-0314-0051-17,115,"117,660.00","1,068,620.23"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,SUNGLASSES,ADULT SUNGLASSES,ADULT SUN GLASSES,JACLYN SMITH $12.99    ,03-130-0403-0314-0051-02,218,"172,555.00","2,025,374.46"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,SUNGLASSES,ADULT SUNGLASSES,ADULT SUN GLASSES,SOLAR SHIELDS,03-130-0403-0314-0051-13,158,"114,033.00","1,613,234.10"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,COLD WEATHER GLOVES,GLOVES,F LEATHER GLOVES,03-130-0170-0845-0053-06,82,"130,888.00","1,472,719.87"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,COLD WEATHER GLOVES,GLOVES,F MAGIC GLOVES,03-130-0170-0845-0053-02,195,"1,955,318.00","3,976,655.24"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,COLD WEATHER GLOVES,GLOVES,FABRIC,03-130-0170-0845-0053-03,49,"259,103.00","918,589.22"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,HATS,HATS,F KNIT,03-130-0170-0840-0092-17,124,"160,379.00","1,298,574.86"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,HATS,HATS,FASHION / MISC,03-130-0170-0840-0092-10,319,"248,554.00","1,738,352.38"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,HATS,HATS,MILITARY / CABBIE,03-130-0170-0840-0092-32,217,"198,512.00","1,405,394.10"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,HATS,HATS,PROMO $2.99 BASEBALL CAPS,03-130-0170-0840-0092-29,29,"104,230.00","316,819.61"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,HATS,HATS,STRAW,03-130-0170-0840-0092-04,208,"212,565.00","1,670,047.20"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,KNITWEAR,KNITWEAR,COORDINATES,03-130-0170-0371-0095-04,334,"868,982.00","4,031,521.43"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,KNITWEAR,KNITWEAR,F EARMUFF,03-130-0170-0371-0095-01,38,"111,720.00","497,761.24"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,KNITWEAR,KNITWEAR,F FLEECE,03-130-0170-0371-0095-02,56,"209,583.00","642,907.65"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,KNITWEAR,KNITWEAR,F FUR,03-130-0170-0371-0095-08,67,"180,909.00","1,361,263.57"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,KNITWEAR,KNITWEAR,F SETS,03-130-0170-0371-0095-11,91,"368,246.00","2,937,273.26"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,KNITWEAR,KNITWEAR,MUFFLERS,03-130-0170-0371-0095-12,77,"181,295.00","1,317,180.71"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,SCARVES,SCARVES,S OBLONG SCARVES,03-130-0170-0841-0093-01,496,"556,801.00","3,745,505.00"
APPAREL ACCESSORIES    ,APPAREL,ACCESSORIES,WOMENS ACCESSORIES,UMBRELLAS,UMBRELLAS,B B UMBRELLAS,03-130-0170-0837-0044-01,71,"336,472.00","4,360,694.52"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY ACCESSORIES,BOYS ACCESSORIES,BOYS BELTS,03-049-0206-0538-0088-01,156,"129,960.00","1,113,565.85"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY DENIM,BOYS DENIM,BE RELAXED,03-049-0206-0539-0097-03,40,"128,956.00","1,417,488.76"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY DENIM,BOYS DENIM,F RT 66 FASHION JEANS,03-049-0206-0539-0097-19,262,"259,580.00","3,246,174.55"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY DENIM,BOYS DENIM,RT66 BOOTCUT,03-049-0206-0539-0097-40,20,"115,964.00","1,512,580.66"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY DENIM,BOYS DENIM,RT66 SLIM STRAIGHT,03-049-0206-0539-0097-02,24,"107,435.00","1,415,820.01"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY DENIM,BOYS DENIM,SK2 FASHION DENIM,03-049-0206-0539-0097-09,170,"141,295.00","2,221,288.23"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,BMS BE POLO BASIC 7.99,03-049-0206-0939-0071-01,116,"271,241.00","2,379,886.59"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,BOYS PREMIUM TEES,03-049-0206-0939-0071-11,477,"192,079.00","1,325,598.46"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,CENA L/S FASHION KNITS,03-049-0206-0939-0071-13,102,"100,553.00","916,537.80"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,EGP BE CREW BASIC 4.98,03-049-0206-0939-0071-27,198,"216,069.00","1,114,188.50"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,EGP F BE LS GRAPHICS,03-049-0206-0939-0071-22,88,"172,474.00","1,169,038.28"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,EGP F BE LS STRIPE HANGDO,03-049-0206-0939-0071-83,80,"107,406.00","790,583.40"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,EGP F BE LS THERMAL,03-049-0206-0939-0071-58,109,"253,530.00","1,879,907.85"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,EGP S ATHLETECH TOPS 4.98,03-049-0206-0939-0071-39,230,"329,221.00","1,493,486.51"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,EGP S BE CREWS 4.98,03-049-0206-0939-0071-26,389,"487,890.00","2,208,926.56"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,F EVERLAST TOPS,03-049-0206-0939-0071-64,202,"129,998.00","1,242,927.90"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,GWP TEES,03-049-0206-0939-0071-67,401,"172,918.00","1,996,135.06"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,HYBRID BEANIE SETS,03-049-0206-0939-0071-15,125,"144,675.00","1,675,555.02"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,RTE SCREEN TEE,03-049-0206-0939-0071-28,"1,348","686,010.00","3,467,594.62"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,S BMS BE POLOS 7.99,03-049-0206-0939-0071-02,337,"500,081.00","2,662,138.44"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,S LICENSE CREWS,03-049-0206-0939-0071-19,"1,354","571,361.00","3,787,071.33"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,SK2 HOODIES,03-049-0206-0939-0071-93,76,"106,683.00","1,353,911.25"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY KNIT TOPS,KNIT TOPS,SK2 KNITS TOPS,03-049-0206-0939-0071-38,165,"111,336.00","1,178,671.30"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY PANTS,BOYS PANTS,BE FLAT FRONT TWILL PANT,03-049-0206-0942-0078-05,59,"133,093.00","1,741,118.62"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY PANTS,BOYS PANTS,BE PULL ON TWILL PANT,03-049-0206-0942-0078-20,173,"180,259.00","2,038,325.49"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY PANTS,BOYS PANTS,EGP F BE TABLE FLEECE PAN,03-049-0206-0942-0078-13,74,"168,573.00","1,441,349.45"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY PANTS,BOYS PANTS,F ATHLETECH SPORT PANT,03-049-0206-0942-0078-18,81,"128,098.00","1,138,573.00"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY PANTS,BOYS PANTS,F BE FASHION BOTTOM,03-049-0206-0942-0078-11,82,"111,649.00","1,132,230.92"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SETS,BOYS SETS,HE 4 PC VEST SETS,03-049-0206-0543-0073-30,196,"106,813.00","2,749,425.03"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SHORTS,BOYS SHORTS,EGP S ATHLETECH SHORTS 4.,03-049-0206-0941-0079-05,151,"462,539.00","2,363,461.77"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SHORTS,BOYS SHORTS,EGP S BE SHORTS 4.98,03-049-0206-0941-0079-09,117,"164,610.00","951,019.52"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SHORTS,BOYS SHORTS,NEVER GIVE UP SHORTS,03-049-0206-0941-0079-38,130,"116,558.00","1,406,359.21"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SHORTS,BOYS SHORTS,RTE TWILL SHORT,03-049-0206-0941-0079-07,328,"179,182.00","1,694,792.53"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SHORTS,BOYS SHORTS,S BMS BE SHORTS 7.99,03-049-0206-0941-0079-01,190,"429,124.00","2,534,304.50"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY SHORTS,BOYS SHORTS,S EVERLAST PERFORMANCE SH,03-049-0206-0941-0079-37,149,"106,603.00","775,105.07"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY WOVEN TOPS,BOYS WOVEN TOPS,F BE LS WOVENS,03-049-0206-0940-0072-13,142,"141,492.00","1,312,038.24"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY WOVEN TOPS,BOYS WOVEN TOPS,HOLIDAY EDITIONS SHIRT & ,03-049-0206-0940-0072-03,161,"132,251.00","1,527,452.06"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY WOVEN TOPS,BOYS WOVEN TOPS,RT L/S 2FER WOVENS,03-049-0206-0940-0072-12,99,"112,785.00","1,431,050.98"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY WOVEN TOPS,BOYS WOVEN TOPS,RT S/S WOVEN 2FER SHIRTS,03-049-0206-0940-0072-11,220,"145,137.00","1,519,676.62"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,BOYS,BOY WOVEN TOPS,BOYS WOVEN TOPS,S BE SS WOVENS,03-049-0206-0940-0072-05,137,"102,142.00","730,769.99"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,BE 6.99 TABLE TOPS,03-049-0209-0955-0031-10,222,"392,367.00","1,742,351.60"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,BE 7.99 TABLE TOPS,03-049-0209-0955-0031-96,461,"688,387.00","4,004,604.81"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,BE 7.99 TABLE TUNICS,03-049-0209-0955-0031-20,197,"283,731.00","1,856,830.18"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,BONGO TOPS,03-049-0209-0955-0031-53,427,"465,288.00","4,418,797.80"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,EVERLAST TOPS,03-049-0209-0955-0031-31,303,"199,334.00","1,504,350.12"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,FROZEN CHARACTER KNIT TOP,03-049-0209-0955-0031-09,136,"154,457.00","1,439,063.94"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,FW PIPER KEY ITEM HOODIES,03-049-0209-0955-0031-52,161,"169,035.00","1,967,222.08"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,HANES TOPS,03-049-0209-0955-0031-11,387,"558,687.00","2,628,432.17"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,LICENSED TEES,03-049-0209-0955-0031-46,"1,645","640,688.00","4,318,847.90"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,MONSTER HIGH KNIT TOPS,03-049-0209-0955-0031-13,361,"243,391.00","2,438,370.48"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,MY LITTLE PONY KNIT TOPS,03-049-0209-0955-0031-14,192,"160,681.00","2,484,905.11"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,PIPER 16.99 FOLDED TABLE ,03-049-0209-0955-0031-61,122,"137,584.00","1,512,084.98"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,PIPER SHORT SLV KNIT TOP,03-049-0209-0955-0031-36,700,"581,594.00","4,553,572.44"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,ROUTE SHORT SLV KNIT TOP,03-049-0209-0955-0031-57,726,"616,876.00","6,636,354.02"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,S/F RT66 SCREEN TEES,03-049-0209-0955-0031-90,"1,381","799,245.00","3,965,035.03"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,S/F RT66 SWEATERS,03-049-0209-0955-0031-67,126,"157,172.00","1,999,731.96"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,SG&R KNIT TOPS,03-049-0209-0955-0031-05,108,"125,034.00","1,331,640.50"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRL TOPS,GIRLS KNIT TOPS,SMR PIPER FAVS 7.99 TOPS,03-049-0209-0955-0031-01,249,"311,792.00","2,294,264.81"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,FW PIPER MARSHA DRESSES,03-049-0209-0548-0015-57,128,"154,517.00","2,021,032.07"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,HE 24.99 DRESSES,03-049-0209-0548-0015-03,191,"234,458.00","4,304,999.90"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,PIPER COLLECTION DRESSES,03-049-0209-0548-0015-04,243,"190,904.00","2,095,244.28"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,RT 66 DRESSES,03-049-0209-0548-0015-05,277,"278,834.00","3,608,579.90"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,SG&R DRESSES,03-049-0209-0548-0015-72,83,"107,937.00","1,839,131.27"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,SS BE 10.99 DRESSES,03-049-0209-0548-0015-01,218,"218,789.00","1,726,658.35"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,SS BE 14.99 DRESSES,03-049-0209-0548-0015-07,257,"211,600.00","2,001,725.94"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,SS HE 19.99 DRESSES,03-049-0209-0548-0015-22,216,"274,329.00","3,905,265.89"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,SS PIPER MARSHA 16.99 DRE,03-049-0209-0548-0015-29,131,"170,027.00","1,968,602.33"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS DRESSES,GIRLS DRESSES,WHAT A DOLL DRESSES,03-049-0209-0548-0015-51,109,"112,163.00","1,471,684.74"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS SETS,GIRLS SETS,551SMR PIPER 14.99 SETS,03-049-0209-0551-0014-37,150,"138,918.00","1,039,479.08"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS SETS,GIRLS SETS,SG&R SETS,03-049-0209-0551-0014-46,231,"157,559.00","2,116,654.39"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS SETS,GIRLS SETS,SPR PIPER 14.99 SETS,03-049-0209-0551-0014-54,201,"197,677.00","1,809,933.65"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GIRLS SETS,GIRLS SETS,SS PIPER 18.99 SETS,03-049-0209-0551-0014-39,581,"508,226.00","5,656,397.43"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,GIRLS WRANGLER DENIM,03-049-0209-0956-0032-37,77,"102,115.00","1,719,708.57"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,LEVI DENIM REG,03-049-0209-0956-0032-93,50,"117,129.00","1,679,492.05"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,PIPER KEY ITEM DENIM,03-049-0209-0956-0032-54,150,"139,410.00","1,503,891.13"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,PIPIERFAVES 2/$20 DENIM R,03-049-0209-0956-0032-23,490,"779,733.00","9,279,108.58"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,PIPIERFAVES 2/$20 DENIM S,03-049-0209-0956-0032-94,104,"197,750.00","2,388,783.36"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,ROUTE COLORED DENIM,03-049-0209-0956-0032-22,119,"161,190.00","1,966,463.80"
APPAREL CHILDRENS      ,APPAREL,KIDSWORLD,GIRLS,GRL BASIC BOTTOMS,GIRLS DENIM BOTTOMS,RT66 16.99 STRAIGHT DENIM,03-049-0209-0956-0032-49,139,"130,142.00","1,550,099.18"
